,CNT,SUBNATIO,STRATUM,OECD,NC,SCHOOLID,STIDSTD,PA01Q01,PA01Q02,PA01Q03,PA02Q01,PA02Q02,PA03Q01,PA03Q02,PA03Q03,PA03Q04,PA05Q01,PA05Q02,PA05Q03,PA05Q04,PA07Q01,PA08Q01,PA09Q01,PA09Q02,PA09Q03,PA09Q04,PA09Q05,PA09Q06,PA09Q07,PA10Q01,PA10Q02,PA10Q03,PA10Q04,PA10Q05,PA10Q06,PA10Q07,PA10Q08,PA10Q09,PA10Q10,PA10Q11,PA11Q01,PA12Q01,PA12Q02,PA12Q03,PA12Q04,PA12Q05,PA12Q06,PA12Q07,PA12Q08,PA12Q09,PA12Q10,PA12Q11,PA13Q01,PA13Q02,PA13Q03,PA13Q04,PA13Q05,PA13Q06,PA13Q07,PA14Q01,PA14Q02,PA14Q03,PA14Q04,PA15Q01,PA15Q02,PA15Q03,PA15Q04,PA15Q05,PA18Q01,PA18Q02,PA18Q03,PA19Q01,PA19Q02,PA19Q03,PA19Q04,PA19Q05,PA19Q06,PA21Q01,PA21Q02,PA21Q03,PA21Q04,PA21Q05,PA21Q06,PA22Q01,PA23Q01,PA24N0101,PA24N0102,PA24N0103,PA24N0104,PA24N0105,PA24N0106,PA24N0107,PA24N0108,PA24N0109,PA24N0110,PA24N0111,PA24N0112,PA24N0113,PA24N0201,PA24N0202,PA24N0203,PA24N0204,PA24N0205,PA24N0206,PA24N0207,PA24N0208,PA24N0209,PA24N0210,PA24N0211,PA24N0212,PA24N0213,PA25Q01,PA25Q02,OCOD3,OCOD4,OCOD5,PARINVOL,PARSUPP,PQBFMJ,PQBMMJ,PQCITIZF,PQCITIZM,PQCOB_F,PQCOB_M,PQCOB_MGM,PQCOB_MGF,PQCOB_PGM,PQCOB_PGF,PQEDASP,PQFISCED,PQHISCED,PQHISEI,PQIMMIGF,PQIMMIGM,PQLANGNF,PQLANGNM,PQMCAR,PQMIMP,PQMISCED,PQOCCASP,PQSCHOOL,SENWGT_PAQ,VER_PAQ
12620,Germany,2760000,DEU0217,OECD,Germany,158,3403,Tick,No tick,No tick,,41 � 45 years,,,,,,,,,Less than <$A>,<$W or more but less than $X>,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Agree,,,,,,,,,,,,One other,Important,Very important,Very important,Important,Important,Important,Very important,Very important,Important,Important,Very important,Once or twice a week,Every day or almost every day,Every day or almost every day,Every day or almost every day,Every day or almost every day,Once or twice a week,Once or twice a week,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,,,,"No, Never","No, Never",,Tick,No tick,No tick,No tick,No tick,No tick,Country of test,,Country of test,Country of test,,,9999,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,,"Cleaners and helpers in offices, hotels and other establishm",Missing,Nursing professionals,,1.3249,,14.21,,1.0,Missing,Germany,Germany,Germany,Missing,Missing,ISCED 1,,,14.21,,1.0,Invalid,Invalid,-0.7338,1.2956,,68.7,-0.536,0.3011,22NOV13
12621,Germany,2760000,DEU0217,OECD,Germany,158,3404,Tick,Tick,No tick,51 years or older,46 � 50 years,,,,,,,,,,Nothing,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Yes,No,No,No,No,No,No,No,Yes,No,No,No others,Important,Very important,Important,Somewhat important,Somewhat important,Not important,Important,Somewhat important,Very important,Very important,Very important,Once or twice a week,Every day or almost every day,Every day or almost every day,Every day or almost every day,Once or twice a week,Once or twice a year,Once or twice a week,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,No,"Yes, Once","No, Never",,No tick,No tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,"Social beneficiary (unemployed, retired, sickness, etc.)",Heavy truck and lorry drivers,Missing,-0.1254,0.646,25.95,,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,,,,25.95,1.0,1.0,German ,German ,-1.2159,1.2956,,,-1.4771,0.3011,22NOV13
12622,Germany,2760000,DEU0217,OECD,Germany,158,3406,Tick,No tick,No tick,36 � 40 years,36 � 40 years,No,No,No,,No,No,No,,<$A> or more but less than <$B>,<More than $0 but less than $W>,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Yes,No,No,No,No,No,No,No,Yes,No,No,No others,Important,Very important,Important,Not important,Somewhat important,Not important,Not important,Somewhat important,Very important,Very important,Very important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Once or twice a month,Every day or almost every day,Every day or almost every day,Once or twice a week,Agree,Agree,Agree,Strongly agree,Yes,No,No,No,No,"No, Never","No, Never",,Tick,No tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Shop sales assistants,Carpenters and joiners,Missing,-0.1254,1.3249,26.62,28.48,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 1,0.0,0.0,28.48,1.0,1.0,German ,German ,-0.4243,0.1017,0.0,,-1.4771,0.3011,22NOV13
12623,Germany,2760000,DEU0217,OECD,Germany,158,3407,No tick,No tick,No tick,41 � 45 years,41 � 45 years,No,No,Yes,,No,No,No,,<$B> or more but less than <$C>,<$W or more but less than $X>,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,No,Yes,No,No,No,No,No,No,No,Yes,No,One other,Important,Very important,Important,Not important,Very important,Not important,Not important,Not important,Important,Very important,Important,Once or twice a week,Once or twice a week,Every day or almost every day,Never or hardly ever,Once or twice a month,Once or twice a month,Once or twice a year,Strongly agree,Strongly agree,Agree,Strongly agree,Yes,Yes,No,No,No,"No, Never","No, Never",,Tick,No tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Housewife,Agricultural and industrial machinery mechanics and repairer,Shop supervisors,-0.1254,-0.4659,31.72,,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 1,3.0,3.0,31.72,1.0,1.0,German ,German ,0.0485,0.7791,0.0,44.14,1.1275,0.278,22NOV13
12624,Germany,2760000,DEU0210,OECD,Germany,159,3411,Tick,No tick,No tick,41 � 45 years,41 � 45 years,,,,,,,,,<$B> or more but less than <$C>,<$W or more but less than $X>,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No others,Somewhat important,Very important,Important,Very important,Important,Not important,Not important,Not important,Very important,Important,Very important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Once or twice a week,Every day or almost every day,Once or twice a month,Every day or almost every day,Agree,Agree,Agree,Strongly agree,Yes,No,No,No,No,"No, Never","No, Never",,Tick,Tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Photographic products machine operators,Motor vehicle mechanics and repairers,Do not know,1.1701,1.3249,30.78,31.34,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 2,,,31.34,1.0,1.0,German ,German ,-0.4243,0.1017,,,1.1275,0.3997,22NOV13
12625,Germany,2760000,DEU0210,OECD,Germany,159,3412,No tick,Tick,No tick,51 years or older,51 years or older,No,Yes,Yes,,No,No,Yes,,,<$W or more but less than $X>,Agree,Strongly disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Two or more,Important,Very important,Important,Not important,Somewhat important,Not important,Somewhat important,Not important,Important,Important,Important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a month,Once or twice a week,Once or twice a year,Once or twice a week,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,No,,"Yes, Once",,Tick,Tick,No tick,Tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Other country,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Nursing associate professionals,Plasterers,Missing,0.7501,0.318,18.02,56.0,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Another country (DEU),"ISCED 3A, ISCED 4",3.0,3.0,56.0,1.0,1.0,German ,German ,-1.2159,1.2956,3.0,,-0.0994,0.3495,22NOV13
12626,Germany,2760000,DEU0210,OECD,Germany,159,3413,Tick,No tick,No tick,46 � 50 years,41 � 45 years,No,No,No,,No,No,Yes,,<$A> or more but less than <$B>,<More than $0 but less than $W>,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly agree,Agree,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No others,Very important,Important,Somewhat important,Not important,Somewhat important,Somewhat important,Important,Somewhat important,Very important,Very important,Very important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a week,Once or twice a week,Once or twice a month,Once or twice a week,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No,No,"No, Never","No, Never",,Tick,No tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Administrative and executive secretaries,Agricultural and industrial machinery mechanics and repairer,Do not know,1.9195,0.646,31.72,54.55,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 1,0.0,3.0,54.55,1.0,1.0,German ,German ,-0.4243,1.2956,3.0,,-1.0793,0.3997,22NOV13
12627,Germany,2760000,DEU0210,OECD,Germany,159,3414,Tick,No tick,No tick,41 � 45 years,41 � 45 years,No,No,Yes,,,,Yes,,,<$Y or more but less than $Z>,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Two or more,Somewhat important,Very important,Important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Very important,Very important,Very important,Once or twice a week,Once or twice a week,Every day or almost every day,Once or twice a month,Once or twice a week,,Once or twice a month,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No,No,"No, Never","No, Never",,No tick,Tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,General office clerks,"Sign writers, decorative painters, engravers and etchers",Child care workers,0.7501,0.0209,30.14,43.33,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 2,3.0,3.0,43.33,1.0,1.0,German ,German ,-0.4243,1.2956,3.0,24.98,-0.536,0.3997,22NOV13
12628,Germany,2760000,DEU0210,OECD,Germany,159,3415,Tick,No tick,No tick,41 � 45 years,41 � 45 years,No,Yes,No,,No,No,No,,,Nothing,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,No,No,No,No,No,No,No,No,No,No,No,Two or more,Important,Very important,Important,Not important,Not important,Somewhat important,Not important,Somewhat important,Very important,Important,Important,Once or twice a week,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a week,Once or twice a year,Once or twice a month,Agree,Agree,Agree,Agree,,,No,No,No,"No, Never","No, Never",,Tick,No tick,No tick,Tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Mail carriers and sorting clerks,Manufacturing supervisors,Aircraft engine mechanics and repairers,-1.4809,-0.1412,40.54,27.52,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3A, ISCED 4",2.0,2.0,40.54,1.0,1.0,German ,German ,-0.9561,-0.4255,0.0,47.74,-0.536,0.3834,22NOV13
12629,Germany,2760000,DEU0210,OECD,Germany,159,3416,Tick,No tick,No tick,51 years or older,46 � 50 years,No,No,Yes,,No,Yes,Yes,,<$C> or more but less than <$D>,<More than $0 but less than $W>,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Agree,No,Yes,No,No,No,No,No,No,No,Yes,No,One other,Important,Important,Important,Somewhat important,Not important,Somewhat important,Not important,Not important,Very important,Important,Very important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a week,Every day or almost every day,Once or twice a year,Once or twice a week,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,No,"No, Never","No, Never",,Tick,Tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,General office clerks,Stock clerks,Shop sales assistants,-0.1254,0.646,32.5,43.33,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 2,3.0,3.0,43.33,1.0,1.0,German ,German ,-1.2159,1.2956,3.0,28.48,-0.0994,0.3834,22NOV13
12630,Germany,2760000,DEU0210,OECD,Germany,159,3417,Tick,No tick,No tick,51 years or older,41 � 45 years,,,,,,,,,<$C> or more but less than <$D>,Nothing,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Yes,No,No,No,No,No,No,No,Yes,No,No,One other,Somewhat important,Very important,Not important,Important,Not important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Once or twice a year,Every day or almost every day,Once or twice a year,Once or twice a month,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,No,"No, Never","No, Never",,Tick,Tick,No tick,Tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Shop sales assistants,Spray painters and varnishers,Do not know,-0.1254,0.318,24.49,28.48,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3A, ISCED 4",,,28.48,1.0,1.0,German ,German ,-1.2159,1.2956,,,-0.8397,0.3495,22NOV13
12631,Germany,2760000,DEU0210,OECD,Germany,159,3418,Tick,Tick,No tick,41 � 45 years,46 � 50 years,No,No,No,,No,No,No,,<$B> or more but less than <$C>,<$W or more but less than $X>,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No others,Very important,Very important,Important,Important,Somewhat important,Not important,Very important,Not important,Very important,Important,Very important,Once or twice a month,Once or twice a month,Every day or almost every day,Once or twice a month,Once or twice a month,Once or twice a year,Once or twice a year,Disagree,Agree,Agree,Agree,No,No,No,No,No,"No, Never","No, Never",,Tick,Tick,No tick,Tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Hairdressers,Electronics mechanics and servicers,Do not know,0.315,-0.6372,43.76,31.08,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3A, ISCED 4",0.0,0.0,43.76,1.0,1.0,German ,German ,-1.2159,-0.9553,0.0,,-0.0994,0.4204,22NOV13
12632,Germany,2760000,DEU0210,OECD,Germany,159,3419,Tick,No tick,No tick,51 years or older,51 years or older,,,Yes,,,,,,,<$X or more but less than $Y>,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Agree,Yes,No,No,No,No,No,No,No,Yes,No,No,One other,Not important,Important,Very important,Important,Somewhat important,Not important,Not important,Not important,Somewhat important,Very important,Important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a week,Once or twice a week,Never or hardly ever,Once or twice a week,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,No,"No, Never","No, Never",,Tick,No tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Government social benefits officials,Insurance representatives,Craft and related trades workers,-0.1254,0.318,60.29,54.27,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Missing,ISCED 1,3.0,3.0,60.29,1.0,1.0,German ,German ,-1.2159,1.2956,,28.53,-1.657,0.4204,22NOV13
